file,directory,document_index,rule_index,rule_id,logical_group,logical_class,operators,B1_no_metavariable,B2_metavariable_binding,B3_repeated_metavariable,B3_5_redundant_metavariable,B4_metavariable_regex,B5_metavariable_pattern,B6_metavariable_comparison_or_type,metavars,repeated_metavars,binding_scopes_json,pattern_count,has_no_metavar,has_plain_metavar,has_unnamed_ellipsis,has_ellipsis_metavar,has_deep_expression,has_no_pattern_fields,shape_groups,shape_labels
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__write-into-stack-buffer.yaml,.,0,0,raptor-write-into-stack-buffer,A5,Containment (inclusive),"author,confidence,id,languages,message,metadata,metavariable,metavariable-pattern,metavariable-regex,pattern,pattern-either,pattern-inside,pattern-not,patterns,references,regex,severity",False,True,True,False,True,True,False,"$ARG1,$BUF,$FMT,$FUN,$LEN,$SIZE,$TYPE","$ARG1,$BUF,$FMT,$FUN,$LEN","[{""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 3, ""$FMT"": 3, ""$FUN"": 3, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 3, ""$FMT"": 3, ""$FUN"": 3, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 3, ""$FMT"": 3, ""$FUN"": 3, ""$LEN"": 2, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 3, ""$FMT"": 3, ""$FUN"": 3, ""$LEN"": 2, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 3, ""$FUN"": 3, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 3, ""$FUN"": 3, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 3, ""$FUN"": 3, ""$SIZE"": 1, ""$TYPE"": 1}, {""$BUF"": 3, ""$FUN"": 3, ""$SIZE"": 1, ""$TYPE"": 1}, {""$ARG1"": 2, ""$BUF"": 4, ""$FUN"": 4, ""$SIZE"": 1, ""$TYPE"": 1}, {""$ARG1"": 2, ""$BUF"": 3, ""$FUN"": 3, ""$SIZE"": 1, ""$TYPE"": 1}, {""$ARG1"": 2, ""$BUF"": 3, ""$FUN"": 3, ""$SIZE"": 1, ""$TYPE"": 1}, {""$ARG1"": 2, ""$BUF"": 3, ""$FUN"": 3, ""$SIZE"": 1, ""$TYPE"": 1}, {""$ARG1"": 2, ""$BUF"": 3, ""$FUN"": 3, ""$SIZE"": 1, ""$TYPE"": 1}]",50,True,True,True,False,False,False,"C1,C2,C3","no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__c__lang__correctness__c-string-equality.yaml,.,0,0,c-string-equality,A3,Conjunction / Intersection,"category,comparison,fix,id,languages,message,metadata,metavariable,metavariable-comparison,pattern,patterns,severity,technology",False,True,True,True,False,False,True,"$X,$Y","$X,$Y","[{""$X"": 4, ""$Y"": 4}]",1,False,True,False,False,False,False,C2,"B3.5_redundant_metavariable,plain_metavar"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__c__lang__correctness__goto-fail.yaml,.,0,0,double_goto,A2,Single or multiple positive pattern(s),"category,id,languages,message,metadata,pattern,severity,technology",False,True,True,False,False,False,False,"$COND,$FAIL",$FAIL,"[{""$COND"": 1, ""$FAIL"": 2}]",1,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__c__lang__correctness__incorrect-use-ato-fn.yaml,.,0,0,incorrect-use-ato-fn,A2,Single or multiple positive pattern(s),"category,id,languages,message,metadata,pattern,pattern-either,references,severity,technology",True,False,False,False,False,False,False,,,[],3,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__c__lang__correctness__incorrect-use-sscanf-fn.yaml,.,0,0,incorrect-use-sscanf-fn,A3,Conjunction / Intersection,"category,id,languages,message,metadata,metavariable,metavariable-regex,pattern,patterns,references,regex,severity,technology",False,True,True,True,True,False,False,"$FMT,$PTR,$STR",$FMT,"[{""$FMT"": 2, ""$PTR"": 1, ""$STR"": 1}]",1,False,True,False,False,False,False,C2,"B3.5_redundant_metavariable,plain_metavar"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__c__lang__security__double-free.yaml,.,0,0,double-free,A5,Containment (inclusive),"category,confidence,cwe,focus-metavariable,id,impact,languages,likelihood,message,metadata,metavariable,metavariable-pattern,owasp,pattern,pattern-inside,pattern-not,patterns,references,severity,subcategory,technology",False,True,True,False,False,True,False,"$FREE,$VAR","$FREE,$VAR","[{""$FREE"": 3, ""$VAR"": 9}]",4,True,True,True,False,False,False,"C1,C2,C3","no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__c__lang__security__function-use-after-free.yaml,.,0,0,function-use-after-free,A6,Containment (exclusive),"category,confidence,cwe,cwe2021-top25,cwe2022-top25,id,impact,languages,likelihood,message,metadata,metavariable,metavariable-regex,pattern,pattern-either,pattern-inside,pattern-not-inside,patterns,references,regex,severity,subcategory,technology",False,True,True,True,True,False,False,"$ACCESSOR,$FUNC,$NUM,$VAR","$FUNC,$VAR","[{""$FUNC"": 2, ""$VAR"": 7}, {""$ACCESSOR"": 1, ""$FUNC"": 2, ""$VAR"": 7}, {""$ACCESSOR"": 1, ""$FUNC"": 2, ""$VAR"": 7}, {""$FUNC"": 2, ""$NUM"": 1, ""$VAR"": 7}]",7,False,True,True,False,True,False,"C2,C3,C5","B3.5_redundant_metavariable,deep_expression,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__c__lang__security__info-leak-on-non-formatted-string.yaml,.,0,0,info-leak-on-non-formated-string,A2,Single or multiple positive pattern(s),"category,confidence,cwe,id,impact,languages,likelihood,message,metadata,owasp,pattern,references,severity,subcategory,technology",False,True,False,False,False,False,False,$NUM,,"[{""$NUM"": 1}]",1,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__c__lang__security__insecure-use-gets-fn.yaml,.,0,0,insecure-use-gets-fn,A2,Single or multiple positive pattern(s),"category,confidence,cwe,id,impact,languages,likelihood,message,metadata,pattern,references,severity,subcategory,technology",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__c__lang__security__insecure-use-memset.yaml,.,0,0,insecure-use-memset,A2,Single or multiple positive pattern(s),"category,confidence,cwe,fix,id,impact,languages,likelihood,message,metadata,owasp,pattern,references,severity,subcategory,technology",False,True,True,False,False,False,False,$...VARS,$...VARS,"[{""$...VARS"": 2}]",1,True,False,False,True,False,False,"C1,C4","ellipsis_metavar,no_metavar"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__c__lang__security__insecure-use-printf-fn.yaml,.,0,0,insecure-use-printf-fn,A3,Conjunction / Intersection,"category,comparison,confidence,cwe,id,impact,languages,likelihood,message,metadata,metavariable,metavariable-comparison,pattern,pattern-either,patterns,references,severity,subcategory,technology",False,True,True,False,False,False,True,"$BUFFER,$FUNC,$NUM","$BUFFER,$NUM","[{""$BUFFER"": 2, ""$FUNC"": 1, ""$NUM"": 3}, {""$NUM"": 3}, {""$BUFFER"": 2, ""$FUNC"": 1, ""$NUM"": 3}, {""$NUM"": 3}, {""$BUFFER"": 2, ""$FUNC"": 1, ""$NUM"": 3}, {""$NUM"": 3}]",6,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__c__lang__security__insecure-use-scanf-fn.yaml,.,0,0,insecure-use-scanf-fn,A2,Single or multiple positive pattern(s),"category,confidence,cwe,id,impact,languages,likelihood,message,metadata,pattern,references,severity,subcategory,technology",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__c__lang__security__insecure-use-strcat-fn.yaml,.,0,0,insecure-use-strcat-fn,A2,Single or multiple positive pattern(s),"category,confidence,cwe,id,impact,languages,likelihood,message,metadata,pattern,pattern-either,references,severity,subcategory,technology",True,False,False,False,False,False,False,,,[],2,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__c__lang__security__insecure-use-string-copy-fn.yaml,.,0,0,insecure-use-string-copy-fn,A2,Single or multiple positive pattern(s),"category,confidence,cwe,id,impact,languages,likelihood,message,metadata,pattern,pattern-either,references,severity,subcategory,technology",True,False,False,False,False,False,False,,,[],2,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__c__lang__security__insecure-use-strtok-fn.yaml,.,0,0,insecure-use-strtok-fn,A2,Single or multiple positive pattern(s),"category,confidence,cwe,id,impact,languages,likelihood,message,metadata,pattern,references,severity,subcategory,technology",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__c__lang__security__random-fd-exhaustion.yaml,.,0,0,random-fd-exhaustion,A4,Negation / Filtering,"category,confidence,cwe,id,impact,languages,likelihood,message,metadata,pattern,pattern-either,pattern-not,patterns,references,severity,subcategory,technology",False,True,True,False,False,False,False,"$BYTES_READ,$FD",$FD,"[{""$BYTES_READ"": 1, ""$FD"": 4}, {""$BYTES_READ"": 1, ""$FD"": 4}]",4,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__c__lang__security__use-after-free.yaml,.,0,0,use-after-free,A6,Containment (exclusive),"category,confidence,cwe,cwe2021-top25,cwe2022-top25,id,impact,languages,likelihood,message,metadata,pattern,pattern-either,pattern-inside,pattern-not-inside,patterns,references,severity,subcategory,technology",False,True,True,True,False,False,False,"$ACCESSOR,$NUM,$VAR",$VAR,"[{""$ACCESSOR"": 1, ""$VAR"": 6}, {""$ACCESSOR"": 1, ""$VAR"": 6}, {""$NUM"": 1, ""$VAR"": 6}]",6,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/community__generic__unicode__security__bidi.yaml,.,0,0,contains-bidirectional-characters,A3,Conjunction / Intersection,"category,confidence,cwe,cwe2022-top25,id,impact,languages,likelihood,message,metadata,owasp,pattern-either,pattern-regex,patterns,references,severity,subcategory,technology",True,False,False,False,False,False,False,,,[],9,True,False,False,False,False,False,C1,no_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/elttam__rules-audit__c__lang__security__audit__exec.yaml,.,0,0,exec,A3,Conjunction / Intersection,"category,confidence,id,impact,languages,likelihood,message,metadata,metavariable,metavariable-regex,pattern,pattern-either,patterns,regex,severity,subcategory,technology",False,True,True,False,True,False,False,"$EXEC,$SYSCALL","$EXEC,$SYSCALL","[{""$EXEC"": 3}, {""$EXEC"": 1, ""$SYSCALL"": 2}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__access__rule-RpcImpersonateClient-ImpersonateLoggedOnUser.yaml,.,0,0,c_access_rule-RpcImpersonateClient-ImpersonateLoggedOnUser,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],7,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__access__rule-umask.yaml,.,0,0,c_access_rule-umask,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-MultiByteToWideChar.yaml,.,0,0,c_buffer_rule-MultiByteToWideChar,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-StrCat-StrCatA.yaml,.,0,0,c_buffer_rule-StrCat-StrCatA,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],21,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-fscanf-sscanf.yaml,.,0,0,c_buffer_rule-fscanf-sscanf,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],8,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-g-get-home-dir.yaml,.,0,0,c_buffer_rule-g-get-home-dir,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-g-get-tmp-dir.yaml,.,0,0,c_buffer_rule-g-get-tmp-dir,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-getenv-curl-getenv.yaml,.,0,0,c_buffer_rule-getenv-curl-getenv,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],2,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-gets--getts.yaml,.,0,0,c_buffer_rule-gets--getts,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],3,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-getwd.yaml,.,0,0,c_buffer_rule-getwd,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-lstrcat-wcscat.yaml,.,0,0,c_buffer_rule-lstrcat-wcscat,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],4,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-lstrcatn-wcsncat.yaml,.,0,0,c_buffer_rule-lstrcatn-wcsncat,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],4,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-lstrcpy-wcscpy.yaml,.,0,0,c_buffer_rule-lstrcpy-wcscpy,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],4,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-lstrcpyn-wcsncpy.yaml,.,0,0,c_buffer_rule-lstrcpyn-wcsncpy,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],4,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-memcpy-CopyMemory.yaml,.,0,0,c_buffer_rule-memcpy-CopyMemory,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],3,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-realpath.yaml,.,0,0,c_buffer_rule-realpath,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-scanf-vscanf.yaml,.,0,0,c_buffer_rule-scanf-vscanf,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,pattern-not,patterns,security-severity,severity,shortDescription",False,True,False,False,False,False,False,$FMT,,"[{""$FMT"": 1}, {""$FMT"": 1}, {""$FMT"": 1}, {""$FMT"": 1}]",10,True,True,True,False,False,False,"C1,C2,C3","no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-sprintf-vsprintf.yaml,.,0,0,c_buffer_rule-sprintf-vsprintf,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],6,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-strcat.yaml,.,0,0,c_buffer_rule-strcat,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-strccpy-strcadd.yaml,.,0,0,c_buffer_rule-strccpy-strcadd,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],2,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-strcpy.yaml,.,0,0,c_buffer_rule-strcpy,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-strcpyA-strcpyW.yaml,.,0,0,c_buffer_rule-strcpyA-strcpyW,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],19,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-streadd-strecpy.yaml,.,0,0,c_buffer_rule-streadd-strecpy,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],2,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-strlen-wcslen.yaml,.,0,0,c_buffer_rule-strlen-wcslen,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],4,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-strncat.yaml,.,0,0,c_buffer_rule-strncat,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-strncpy.yaml,.,0,0,c_buffer_rule-strncpy,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__buffer__rule-strtrns.yaml,.,0,0,c_buffer_rule-strtrns,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__crypto__rule-EVP-des-ecb-EVP-des-cbc.yaml,.,0,0,c_crypto_rule-EVP-des-ecb-EVP-des-cbc,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],5,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__crypto__rule-EVP-rc4-40-EVP-rc2-40-cbc.yaml,.,0,0,c_crypto_rule-EVP-rc4-40-EVP-rc2-40-cbc,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],3,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__crypto__rule-crypt-crypt-r.yaml,.,0,0,c_crypto_rule-crypt-crypt-r,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],2,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__format__rule-fprintf-vfprintf.yaml,.,0,0,c_format_rule-fprintf-vfprintf,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,pattern-not,patterns,security-severity,severity,shortDescription",False,True,True,False,False,False,False,"$ARGS,$FD,$FMT","$ARGS,$FD","[{""$FD"": 2, ""$FMT"": 1}, {""$ARGS"": 2, ""$FMT"": 1}, {""$FD"": 2, ""$FMT"": 1}, {""$FD"": 2, ""$FMT"": 1}, {""$FD"": 2, ""$FMT"": 1}]",10,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__format__rule-printf-vprintf.yaml,.,0,0,c_format_rule-printf-vprintf,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,pattern-not,patterns,security-severity,severity,shortDescription",False,True,True,False,False,False,False,"$FILE,$FMT",$FILE,"[{""$FMT"": 1}, {""$FMT"": 1}, {""$FILE"": 2, ""$FMT"": 1}, {""$FILE"": 2, ""$FMT"": 1}, {""$FMT"": 1}]",12,True,True,True,False,False,False,"C1,C2,C3","no_metavar,plain_metavar,unnamed_ellipsis"
